,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,can_book_w/out_host_approval,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,days_avaialable_next_365days,house_rules,license #,last review 
94801,53359928,"Huge, Sunny, & Private Room - 5 min to Times Sq.",30850553956,0.0,Reilly,Manhattan,Chelsea,40.75069,-73.99736,United States,US,False,flexible,Private room,2019.0,406.0,81.0,1.0,46.0,6/19/2019,3.22,5.0,1.0,109.0,* Please be considerate of our neighbors * Loud music and parties are not permitted * No smoking * No pets allowed,,2019-06-19
94823,53372079,Boho in WaHi,67128919458,1.0,Tiffany,Manhattan,Washington Heights,40.83309,-73.94008,United States,US,True,flexible,Private room,2016.0,459.0,92.0,1.0,0.0,,,5.0,1.0,63.0,"There will be a contract exchange for this property which will include such things as keeping noise to respectful level, no more than six renters at a time, no pets, no smoking.  Must have a credit card to put on file in case of damages.  Must provide copy of license or passport. **All people are counted including infants toward the number in your group *** We will decline alterations that are made after you check in the unit.  We follow the cancelation policy. **** Lost keys will be charged a $200 fee *****No parties",,
94965,53450506,"NYC SkyLoft on Central Park, balcony w/ city view",35469688388,1.0,Stefani,Manhattan,East Harlem,40.79844,-73.94747,United States,US,False,flexible,Private room,2003.0,528.0,106.0,1.0,81.0,7/2/2019,6.64,4.0,1.0,29.0,,,2019-07-02
94966,53451058,"Lovely room with private terrace, ensuite",67932103374,0.0,Devon,Manhattan,East Village,40.72561,-73.97622,United States,US,False,flexible,Private room,2012.0,615.0,123.0,1.0,41.0,5/17/2019,3.14,5.0,2.0,13.0,Let's talk to get to know each other !,,2019-05-17
95056,53500765,"Manhattan NYC, train a min away.",11535014911,1.0,Juan,Manhattan,Harlem,40.82493,-73.93825,United States,US,False,flexible,Private room,2012.0,698.0,140.0,1.0,6.0,4/29/2019,0.57,5.0,2.0,90.0,,,2019-04-29
95057,53501317,Nice bedroom in Morningside Heights spacious flat,6091459660,1.0,Magda,Manhattan,Morningside Heights,40.80403,-73.96479,United States,US,True,flexible,Private room,2021.0,777.0,155.0,30.0,0.0,,,5.0,1.0,39.0,"Please, No shoes allowed. There's a mat for them, just inside the door.",,
95107,53528932,Private Bedroom in UES New York shared apartment.,47434720833,1.0,Michael,Manhattan,Upper East Side,40.76996,-73.9539,United States,US,False,flexible,Private room,2006.0,119.0,24.0,2.0,24.0,6/19/2019,2.32,5.0,1.0,5.0,,,2019-06-19
95151,53553233,BEST LOCATION - COMFY ROOM for long term,84962218674,0.0,My,Manhattan,Greenwich Village,40.73552,-73.99719,United States,US,False,flexible,Private room,2013.0,268.0,54.0,14.0,8.0,6/16/2019,0.58,5.0,2.0,35.0,,,2019-06-16
95185,53572012,Luxury Couple’s Retreat by The Park with Doorman,18898743941,1.0,Cyn,Manhattan,East Harlem,40.79938,-73.94698,United States,US,False,flexible,Private room,2003.0,519.0,104.0,2.0,52.0,6/23/2019,3.96,5.0,1.0,42.0,,,2019-06-23
95206,53583610,Charming East Village Bedroom,29857187468,1.0,Di,Manhattan,East Village,40.72967,-73.98668,United States,US,False,flexible,Private room,2019.0,361.0,72.0,2.0,2.0,7/22/2018,0.15,5.0,1.0,0.0,"No smoking, this is non-negotiable.  No illegal drug use and we make no exceptions.  We do not allow additional guests or parties.  We expect respectful behavior, particularly late at night. We can allow friendly, house- trained dogs.  We have a dog of our own, so its important that your dog be under your charge at all times.  You may not leave your dog in the apartment alone.  You will be responsible for any damage pets may incur, including paying for cleaning of carpets should they be soiled.",,2018-07-22
95412,53697384,Private bedroom in UWS Apartment,1986978008,1.0,Mayumi,Manhattan,Upper West Side,40.80109,-73.96523,United States,US,False,flexible,Private room,2010.0,709.0,142.0,2.0,14.0,7/2/2019,1.06,5.0,1.0,8.0,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. Please confirm in your message that you're ok with this ""house rule.""",,2019-07-02
95440,53712848,Modern BR with Private Bathroom Near Central Park,74715101000,1.0,Roberto,Manhattan,Upper West Side,40.77471,-73.98955,United States,US,True,flexible,Private room,2010.0,318.0,64.0,1.0,50.0,7/2/2019,3.71,4.0,1.0,69.0,,,2019-07-02
95447,53716714,Adorable bedroom at UES!,39223587111,0.0,May,Manhattan,Upper East Side,40.76525,-73.95557,United States,US,True,flexible,Private room,2021.0,747.0,149.0,3.0,1.0,6/15/2019,1.0,4.0,1.0,16.0,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on the outside front porch deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,,2019-06-15
95494,53742672,Private Room with Skyline View in Doorman Building,14599891861,1.0,Irene,Manhattan,Midtown,40.75405,-73.97291,United States,US,True,flexible,Private room,2013.0,678.0,136.0,3.0,29.0,7/1/2019,2.2,4.0,1.0,41.0,,,2019-07-01
95523,53758689,Beautiful 1BR in the heart of the West Village,53187102613,0.0,Kathleen,Manhattan,Greenwich Village,40.73062,-73.99981,United States,US,True,flexible,Private room,2011.0,210.0,42.0,5.0,0.0,,,5.0,1.0,0.0,We are a second-floor apartment so please do not stomp or jump on floors.,,
95548,53772496,Large cozy bedroom close to Times Square 43D4,37601470636,0.0,John,Manhattan,Hell's Kitchen,40.7551,-73.99674,United States,US,False,flexible,Private room,2018.0,403.0,81.0,7.0,3.0,6/2/2019,0.52,4.0,47.0,324.0,#NAME?,,2019-06-02
95563,53780781,Minutes to everything in the middle of Manhattan,30376912360,1.0,Jasmine,Manhattan,Murray Hill,40.74652,-73.97637,United States,US,False,flexible,Private room,2011.0,81.0,16.0,1.0,21.0,12/23/2018,1.63,4.0,1.0,0.0,"**We would love to hear a bit about you and what brings you to Boston before accepting any reservations. Please make sure your profile is filled out (including a clear picture of you), and your online and offline verifications are complete before you submit a reservation request so we have an idea of who you are.** Please be respectful of my home and other guests - clean up after yourself, keep your toiletries neat in the shared bathroom or leave them in your room, no smoking indoors, and please remove your shoes upon entering.   I have coffee and tea for guests, and will leave out some basic breakfast items like snack bars and fresh fruit, however if you are planning on using the kitchen during your stay I ask that you provide your own food and drink.   Please do not bring additional guests home without express prior permission from the host.  Sorry, no pets allowed! Check out time is 12pm.  Please clean your leftovers out of the refrigerator and put in the trash. Clean dishes buy run",,2018-12-23
95636,53821099,Historic New York Home,93629803698,0.0,Cristina,Manhattan,NoHo,40.72842,-73.99289,United States,US,False,flexible,Private room,2003.0,459.0,92.0,7.0,10.0,6/9/2019,0.93,4.0,1.0,317.0,,,2019-06-09
95661,53834906,"4 min walk to Times Square, close to everything!",74850674214,1.0,Rob,Manhattan,Hell's Kitchen,40.76148,-73.99279,United States,US,True,flexible,Private room,2014.0,563.0,113.0,7.0,1.0,7/9/2018,0.08,5.0,1.0,0.0,,,2018-07-09
95679,53844848,Queen Private Room Feet from Subway,69233068629,1.0,Raphael,Manhattan,Harlem,40.80364,-73.95025,United States,US,False,flexible,Private room,2022.0,641.0,128.0,2.0,21.0,6/26/2019,1.66,4.0,4.0,136.0,,,2019-06-26
95720,53867492,"Brand new space ! ... safe, peaceful and relaxing.",6850946215,1.0,Norjia,Manhattan,Washington Heights,40.84782,-73.93954,United States,US,False,flexible,Private room,2021.0,109.0,22.0,1.0,9.0,1/1/2019,0.79,5.0,1.0,80.0,"- No smoking.  - Maximum of 2 people  - Sorry, no children. (I love kids, but this is a very quiet building. It's all young professionals.  - Please be quiet and respectful of others in the building (no loud music/tv,  - Please dispose of baby wipes and/or tampons in the waste basket, not in the toilet. (the pipes are old and clog easily – last time baby wipes had to be removed from the pipes, the plumbing bill was $350!).",,2019-01-01
95773,53896764,Charming Bedroom in Cozy East Harlem Apartment,80284593535,1.0,Xiomara,Manhattan,East Harlem,40.79822,-73.93468,United States,US,False,flexible,Private room,2014.0,533.0,107.0,2.0,25.0,5/24/2019,2.67,5.0,1.0,101.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",,2019-05-24
95851,53939843,Lovely room in Manhattan Lower East Side,77486113721,1.0,Qi,Manhattan,Lower East Side,40.71026,-73.98738,United States,US,True,flexible,Private room,2014.0,738.0,148.0,1.0,11.0,7/13/2018,0.85,4.0,1.0,0.0,"No Smoking on the apartment.  No Ilegal Drugs  No Parties on property. No pets** (ask) PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!. Reiterating what's below>>> No parties!  No loud noises, please! - realize that there are other guests (and especially residents) like you in the building that may in fact want to get sleep on a regular basis (sometime between the hours of 10pm and 7am, probably!)  During the day, jumping jacks are probably ok. If you have any problems or if neighbors complain call me at (phone number hidden) and mediate over the phone or in person.   Hull st. court apartment rules: 0.  Absolutely NO smoking in the apartment or  building.  Anyhow if you need to, please do go out to Hull street and people watch while smoking. The North end has multiple cigar bars, too! 1.  Most important, please, No Parties = be quiet, use ""indoor voices"" like they taught us in grade school!  Also, keep the stereo at a reasonable level, ",,2018-07-13
95856,53942605,Cozy room close to Central Park and Columbia,13131873947,0.0,Beatriz,Manhattan,Upper West Side,40.8018,-73.96264,United States,US,True,flexible,Private room,2007.0,512.0,102.0,3.0,19.0,6/17/2019,1.5,4.0,1.0,189.0,House rules  1- Since this is a apartment that is lived in at times there are some closets and draws with personal items and I would ask not to use those spaces but there is plenty of space for your stuff. 2- Residential Building so no loud noises or parties especially after 10:30. 3- No overnight company unless approved. 4- Common Courtesy  5-No  or smoking.,,2019-06-17
95867,53948680,Cozy and Convenient Spot in Washington Heights,10399770652,1.0,Nick,Manhattan,Washington Heights,40.85108,-73.93912,United States,US,False,flexible,Private room,2007.0,113.0,23.0,1.0,8.0,7/8/2018,0.62,5.0,1.0,0.0,Absolutely no parties are permitted. The apartment is in a multi-unit building so guests must be respectful of other tenants in the building.,,2018-07-08
95908,53971324,Best location - spacious room,84890825885,0.0,Deepika,Manhattan,Upper East Side,40.76279,-73.96266,United States,US,False,flexible,Private room,2008.0,695.0,139.0,1.0,16.0,6/23/2019,1.26,5.0,1.0,80.0,,,2019-06-23
95951,53995073,"Private room in beautiful 3 bdr, off Riverside Dr",92807454895,1.0,Isabella,Manhattan,Harlem,40.82291,-73.95612,United States,US,True,flexible,Private room,2017.0,281.0,56.0,13.0,0.0,,,4.0,1.0,5.0,No Smoking in the Building.,,
96002,54023241,Large bedroom in a lovely flat in perfect location,72862424453,1.0,Molly,Manhattan,Harlem,40.80372,-73.95266,United States,US,False,flexible,Private room,2011.0,389.0,78.0,2.0,33.0,6/16/2019,2.75,5.0,1.0,2.0,"No aloud music , no outside guests stay over night without owner's permission. No late night party or assembly in this residential unit. No activities forbidden by law of any kinds. No over night stay guest without permission and payment.",,2019-06-16
96025,54035944,Large room with a view in the heart of NYC 31C2,82276051981,0.0,John,Manhattan,Hell's Kitchen,40.75587,-73.99724,United States,US,False,flexible,Private room,2019.0,485.0,97.0,7.0,5.0,5/20/2019,0.53,4.0,47.0,356.0,"In order to provide a healthy, comfortable and safe environment, the following are the rules of my house. It is your responsibility to not only read these rules once, but to be aware of and follow all of them throughout your stay at my home. Most of what follows is common sense or common courtesy. The rules serve to protect you as a guest by helping ensure that the environment you find here is the one that I intended to create. Please keep in mind:  You will be sharing common areas with other guests or residents, and thus the cleanliness of the common areas is far more dependent upon all guests cleaning up after themselves, than it is upon my once a week cleaning. Most guests do very well in keeping common areas clean! House rules: Please do not drag luggage up the front stairs. Please leave things as they are in your room: do not remove pictures from walls, don't move furniture around, and do not remove mattress protector from the mattress. Also, it should not be necessary to say, but",,2019-05-20
96052,54050856,Sunny private room 10 minutes from Times Sq. 53E3,18378012819,0.0,John,Manhattan,Hell's Kitchen,40.75544,-73.99721,United States,US,False,flexible,Private room,2013.0,214.0,43.0,30.0,5.0,5/8/2019,0.55,4.0,47.0,365.0,"No street shoes in the house, please, but especially not in the bedrooms. We recycle - make sure you do too while you're here. It's single stream so very easy -ask if you're not sure how it works. Check-in and check-out times are flexible all days except Sunday where check-out is by 11 a.m.",,2019-05-08
96065,54058036,Room with AC - Cozy Manhattan Apt. —Central Park,70673099201,0.0,Andreas & Bella,Manhattan,Upper East Side,40.76473,-73.95623,United States,US,False,flexible,Private room,2003.0,727.0,145.0,2.0,45.0,6/13/2019,3.56,5.0,2.0,26.0,Shoes off apartment (slippers available to guests)  No smoking of any substance on the property  No parties Respectful  Friendly  Quiet  Leave things as they were found upon check-out,,2019-06-13
96076,54064111,NYC!!,19480121326,0.0,Ronen,Manhattan,Hell's Kitchen,40.76718,-73.98574,United States,US,True,flexible,Private room,2015.0,75.0,15.0,14.0,3.0,5/18/2019,0.34,4.0,1.0,65.0,,,2019-05-18
96123,54090069,Manhattan Apartment - Near North Central Park,37327949256,0.0,Gabrielle,Manhattan,Harlem,40.81264,-73.94231,United States,US,False,flexible,Private room,2017.0,153.0,31.0,1.0,3.0,1/1/2019,0.46,5.0,1.0,0.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",,2019-01-01
96218,54142537,Artistic Room in walking distance to Central Park,88453523640,0.0,Vlad,Manhattan,East Harlem,40.79778,-73.93921,United States,US,False,flexible,Private room,2006.0,166.0,33.0,1.0,60.0,7/7/2019,4.76,4.0,2.0,0.0,,,2019-07-07
